event_id,timestamp,user_id,device_id,event_type,source_ip,source_port,destination_ip,destination_port,process,parent_process,resource,ioc_match,matched_ioc_id,matched_ioc_type,matched_ioc_value,threat_name,ioc_severity,ioc_confidence,ioc_source
RT-9ac0a6670e6d,2026-09-09T13:39:48.023968+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,csrss.exe,svchost.exe,PID:1244,False,,,,,,,
RT-70fc77a4a168,2026-09-09T13:39:48.050106+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,winlogon.exe,svchost.exe,PID:1312,False,,,,,,,
RT-fb273dd4e4d6,2026-09-09T13:39:48.074382+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,services.exe,wininit.exe,PID:1376,False,,,,,,,
RT-4f38a58ff868,2026-09-09T13:39:48.098790+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,LsaIso.exe,wininit.exe,PID:1400,False,,,,,,,
RT-8cdc0289af28,2026-09-09T13:39:48.122963+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,lsass.exe,wininit.exe,PID:1408,False,,,,,,,
RT-0a40ec852146,2026-09-09T13:39:48.147944+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:1436,False,,,,,,,
RT-992a941b948c,2026-09-09T13:39:48.172004+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:1520,False,,,,,,,
RT-ea2ff5c32612,2026-09-09T13:39:48.203400+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,dllhost.exe,svchost.exe,PID:1544,False,,,,,,,
RT-0ee4fdd3f433,2026-09-09T13:39:48.241526+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:1552,False,,,,,,,
RT-03d0ce2e3619,2026-09-09T13:39:48.275131+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,fontdrvhost.exe,wininit.exe,PID:1580,False,,,,,,,
RT-001ed43c7b90,2026-09-09T13:39:48.309068+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,fontdrvhost.exe,winlogon.exe,PID:1588,False,,,,,,,
RT-ae535789af76,2026-09-09T13:39:48.338877+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,WUDFHost.exe,services.exe,PID:1632,False,,,,,,,
RT-4be55f1cd378,2026-09-09T13:39:48.367716+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:1720,False,,,,,,,
RT-6233b3dd0c62,2026-09-09T13:39:48.390805+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:1772,False,,,,,,,
RT-27ab3a9967e1,2026-09-09T13:39:48.414242+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:1776,False,,,,,,,
RT-035b7ba28be1,2026-09-09T13:39:48.438166+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,dwm.exe,winlogon.exe,PID:1904,False,,,,,,,
RT-61ea6c85a2d4,2026-09-09T13:39:48.461277+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,unsecapp.exe,svchost.exe,PID:1940,False,,,,,,,
RT-31be8aae5cfd,2026-09-09T13:39:48.484921+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:1988,False,,,,,,,
RT-4a840e5c2675,2026-09-09T13:39:48.527316+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2120,False,,,,,,,
RT-64693664f74e,2026-09-09T13:39:48.548863+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,sihost.exe,svchost.exe,PID:2160,False,,,,,,,
RT-576e210fc2a5,2026-09-09T13:39:48.570909+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2172,False,,,,,,,
RT-bbbeed66ba3f,2026-09-09T13:39:48.591927+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2216,False,,,,,,,
RT-f9a247d44632,2026-09-09T13:39:48.612615+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,Code.exe,Code.exe,PID:2252,False,,,,,,,
RT-027464c9925b,2026-09-09T13:39:48.635732+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2256,False,,,,,,,
RT-c9b7d032fc45,2026-09-09T13:39:48.657469+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2280,False,,,,,,,
RT-ff73064f5e57,2026-09-09T13:39:48.678815+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2288,False,,,,,,,
RT-8c35e93d7f75,2026-09-09T13:39:48.700662+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2296,False,,,,,,,
RT-7f7fb5009378,2026-09-09T13:39:48.724379+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2456,False,,,,,,,
RT-44b18b3214f9,2026-09-09T13:39:48.750315+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,IntelCpHDCPSvc.exe,services.exe,PID:2468,False,,,,,,,
RT-d053e0d5f790,2026-09-09T13:39:48.775257+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,Arduino IDE.exe,Arduino IDE.exe,PID:2496,False,,,,,,,
RT-19fa9b2ffef2,2026-09-09T13:39:48.799555+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2500,False,,,,,,,
RT-80fe47918e46,2026-09-09T13:39:48.823826+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2536,False,,,,,,,
RT-ceb14b1cacd0,2026-09-09T13:39:48.845839+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2544,False,,,,,,,
RT-e6b81f0a168e,2026-09-09T13:39:48.865969+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2752,False,,,,,,,
RT-126326a40f85,2026-09-09T13:39:48.890186+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,powershell.exe,Code.exe,PID:2768,False,,,,,,,
RT-7929d48741a6,2026-09-09T13:39:48.910805+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:2864,False,,,,,,,
RT-238f1320c141,2026-09-09T13:39:48.932412+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3020,False,,,,,,,
RT-04695bd0f161,2026-09-09T13:39:48.955007+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,msedgewebview2.exe,msedgewebview2.exe,PID:3028,False,,,,,,,
RT-7a4ca2a06297,2026-09-09T13:39:48.979421+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3112,False,,,,,,,
RT-1e5f519b138b,2026-09-09T13:39:49.004739+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3136,False,,,,,,,
RT-f038ac2a6848,2026-09-09T13:39:49.035145+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusOptimization.exe,services.exe,PID:3148,False,,,,,,,
RT-984a38b1ddea,2026-09-09T13:39:49.063379+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3164,False,,,,,,,
RT-2fd30b035aa6,2026-09-09T13:39:49.093834+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3192,False,,,,,,,
RT-f5e9e087b806,2026-09-09T13:39:49.126837+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3228,False,,,,,,,
RT-638e4c0aaaa3,2026-09-09T13:39:49.153681+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3256,False,,,,,,,
RT-33d488469479,2026-09-09T13:39:49.179241+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3264,False,,,,,,,
RT-93ab0eff7494,2026-09-09T13:39:49.205557+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3272,False,,,,,,,
RT-34f254c3c9db,2026-09-09T13:39:49.236954+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,node.exe,node.exe,PID:3320,False,,,,,,,
RT-b6d59a21fdec,2026-09-09T13:39:49.261985+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,MemCompression,System,PID:3364,False,,,,,,,
RT-d3255a7c98b5,2026-09-09T13:39:49.284017+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3408,False,,,,,,,
RT-1e102dce48ab,2026-09-09T13:39:49.312147+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3436,False,,,,,,,
RT-a3bd8ccd6ede,2026-09-09T13:39:49.337126+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3444,False,,,,,,,
RT-20a71b8e186a,2026-09-09T13:39:49.361186+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,Antigravity IDE.exe,Antigravity IDE.exe,PID:3456,False,,,,,,,
RT-ae72d50aa645,2026-09-09T13:39:49.383892+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,mc-fw-host.exe,mc-fw-host.exe,PID:3488,False,,,,,,,
RT-04af034a250d,2026-09-09T13:39:49.405023+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,node.exe,cmd.exe,PID:3500,False,,,,,,,
RT-041240c37b20,2026-09-09T13:39:49.427852+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3560,False,,,,,,,
RT-6e92c6b9f015,2026-09-09T13:39:49.449434+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3632,False,,,,,,,
RT-2c94c9dd92ef,2026-09-09T13:39:49.471626+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3664,False,,,,,,,
RT-4493bc23a968,2026-09-09T13:39:49.494758+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,SecurityHealthService.exe,services.exe,PID:3692,False,,,,,,,
RT-b7042a3a5a12,2026-09-09T13:39:49.515816+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3740,False,,,,,,,
RT-ed87d0e601ff,2026-09-09T13:39:49.540342+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:3952,False,,,,,,,
RT-11de732e5701,2026-09-09T13:39:49.569823+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AppVShNotify.exe,OfficeClickToRun.exe,PID:3976,False,,,,,,,
RT-f304e532eab2,2026-09-09T13:39:49.594031+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4012,False,,,,,,,
RT-f11063a6da4e,2026-09-09T13:39:49.614845+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4032,False,,,,,,,
RT-e461738fce57,2026-09-09T13:39:49.638652+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,WUDFHost.exe,services.exe,PID:4052,False,,,,,,,
RT-66e18c6fa155,2026-09-09T13:39:49.665570+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,language_server_windows_x64.exe,language_server_windows_x64.exe,PID:4080,False,,,,,,,
RT-b8b876a500dd,2026-09-09T13:39:49.694906+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4116,False,,,,,,,
RT-810fd66407fa,2026-09-09T13:39:49.722384+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4132,False,,,,,,,
RT-9b2e89b9e2ad,2026-09-09T13:39:49.747920+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4168,False,,,,,,,
RT-d12900a45d32,2026-09-09T13:39:49.769380+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,python.exe,python.exe,PID:4204,False,,,,,,,
RT-5127f2f584a7,2026-09-09T13:39:49.795913+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,servicehost.exe,services.exe,PID:4208,False,,,,,,,
RT-c1d42aa1b4b5,2026-09-09T13:39:49.821162+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,conhost.exe,pet.exe,PID:4216,False,,,,,,,
RT-0e60823868e8,2026-09-09T13:39:49.848874+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4268,False,,,,,,,
RT-fb92ada4dcc4,2026-09-09T13:39:49.892530+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,spoolsv.exe,services.exe,PID:4312,False,,,,,,,
RT-c970247d733d,2026-09-09T13:39:49.919365+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4324,False,,,,,,,
RT-bf2fe8193efc,2026-09-09T13:39:49.943709+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,jhi_service.exe,services.exe,PID:4352,False,,,,,,,
RT-ca1c2e5ca37e,2026-09-09T13:39:49.966991+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4376,False,,,,,,,
RT-cdf7d5ad4dc8,2026-09-09T13:39:49.996911+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,mc-fw-host.exe,services.exe,PID:4572,False,,,,,,,
RT-93e492e91a46,2026-09-09T13:39:50.019976+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,RtkUWP.exe,svchost.exe,PID:4588,False,,,,,,,
RT-a5c6b54784ae,2026-09-09T13:39:50.043598+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4628,False,,,,,,,
RT-325d36965e1c,2026-09-09T13:39:50.066705+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,MpDefenderCoreService.exe,services.exe,PID:4636,False,,,,,,,
RT-ee3a52202085,2026-09-09T13:39:50.094435+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4640,False,,,,,,,
RT-386dd83b555b,2026-09-09T13:39:50.119413+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4680,False,,,,,,,
RT-71fb7e81b0dc,2026-09-09T13:39:50.147243+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4692,False,,,,,,,
RT-7037911a67a0,2026-09-09T13:39:50.171513+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,node.exe,powershell.exe,PID:4740,False,,,,,,,
RT-b0ac8527a7bc,2026-09-09T13:39:50.195987+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4792,False,,,,,,,
RT-5de042273f54,2026-09-09T13:39:50.218820+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusPTPService.exe,services.exe,PID:4816,False,,,,,,,
RT-2a2e8196ba36,2026-09-09T13:39:50.247094+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AnyDesk.exe,services.exe,PID:4832,False,,,,,,,
RT-97a559befb40,2026-09-09T13:39:50.275378+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusAppService.exe,services.exe,PID:4840,False,,,,,,,
RT-d28a4766dc54,2026-09-09T13:39:50.300096+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:4848,False,,,,,,,
RT-3d1f7d3322c8,2026-09-09T13:39:50.324632+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusSoftwareManager.exe,services.exe,PID:4856,False,,,,,,,
RT-a98ae422ed08,2026-09-09T13:39:50.350583+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusSwitch.exe,services.exe,PID:4864,False,,,,,,,
RT-fc7160f36165,2026-09-09T13:39:50.376254+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,GlideXRemoteService.exe,services.exe,PID:4872,False,,,,,,,
RT-574135b9788d,2026-09-09T13:39:50.400268+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,DtsApo4Service.exe,services.exe,PID:4880,False,,,,,,,
RT-814a773fe0a4,2026-09-09T13:39:50.422437+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,GlideXServiceExt.exe,services.exe,PID:4888,False,,,,,,,
RT-0e3f1a12a345,2026-09-09T13:39:50.444422+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,GlideXNearService.exe,services.exe,PID:4896,False,,,,,,,
RT-387bf5241245,2026-09-09T13:39:50.468560+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,GlideXService.exe,services.exe,PID:4912,False,,,,,,,
RT-cf9d16db57d1,2026-09-09T13:39:50.492620+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusScreenXpertHostService.exe,services.exe,PID:4924,False,,,,,,,
RT-b283a284301b,2026-09-09T13:39:50.524089+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,vmcompute.exe,services.exe,PID:4932,False,,,,,,,
RT-ace8e1ee8975,2026-09-09T13:39:50.552409+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusSystemAnalysis.exe,services.exe,PID:4936,False,,,,,,,
RT-93c3261530b8,2026-09-09T13:39:50.580795+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,AsusSystemDiagnosis.exe,services.exe,PID:4944,False,,,,,,,
RT-30f513a9a65d,2026-09-09T13:39:50.602274+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,ipfsvc.exe,services.exe,PID:4984,False,,,,,,,
RT-d28ae78ab522,2026-09-09T13:39:50.620348+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,OneApp.IGCC.WinService.exe,services.exe,PID:5008,False,,,,,,,
RT-3068ea8f3bc0,2026-09-09T13:39:50.641387+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:5016,False,,,,,,,
RT-d36cb600062e,2026-09-09T13:39:50.667302+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,IntelAudioService.exe,services.exe,PID:5084,False,,,,,,,
RT-a3a5d5185473,2026-09-09T13:39:50.690876+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,ipf_uf.exe,services.exe,PID:5168,False,,,,,,,
RT-9e3be8dd9cc7,2026-09-09T13:39:50.718572+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:5220,False,,,,,,,
RT-8497b0dc35c9,2026-09-09T13:39:50.742801+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,chrome.exe,chrome.exe,PID:5224,False,,,,,,,
RT-7f2ff2b4acdc,2026-09-09T13:39:50.768168+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,RtkAudUService64.exe,svchost.exe,PID:5244,False,,,,,,,
RT-c3107c0f4479,2026-09-09T13:39:50.793678+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,RuntimeBroker.exe,svchost.exe,PID:5280,False,,,,,,,
RT-a35f0ee750de,2026-09-09T13:39:50.820509+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,WUDFHost.exe,services.exe,PID:5324,False,,,,,,,
RT-037f72bf12c8,2026-09-09T13:39:50.844363+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,RtkBtManServ.exe,services.exe,PID:5360,False,,,,,,,
RT-b15a49fe079b,2026-09-09T13:39:50.869167+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:5412,False,,,,,,,
RT-29d97038dae9,2026-09-09T13:39:50.903898+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,WMIRegistrationService.exe,services.exe,PID:5456,False,,,,,,,
RT-6cc9a8381df2,2026-09-09T13:39:50.930621+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:5496,False,,,,,,,
RT-3a86524f3e7e,2026-09-09T13:39:50.954852+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,wslservice.exe,services.exe,PID:5548,False,,,,,,,
RT-bfe5c9181da2,2026-09-09T13:39:50.974944+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,RtkAudUService64.exe,services.exe,PID:5592,False,,,,,,,
RT-6e591b8ef162,2026-09-09T13:39:50.997070+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:5672,False,,,,,,,
RT-cd4ba0aad598,2026-09-09T13:39:51.021206+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,ipf_helper.exe,ipf_uf.exe,PID:5756,False,,,,,,,
RT-810479deff59,2026-09-09T13:39:51.046308+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:5768,False,,,,,,,
RT-c885e127e850,2026-09-09T13:39:51.071107+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,chrome.exe,chrome.exe,PID:5844,False,,,,,,,
RT-6735e1a4144c,2026-09-09T13:39:51.096780+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:5964,False,,,,,,,
RT-1d895ba2acfe,2026-09-09T13:39:51.121939+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,Code.exe,Code.exe,PID:6012,False,,,,,,,
RT-1db00192661f,2026-09-09T13:39:51.146125+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:6156,False,,,,,,,
RT-8e34e41eb963,2026-09-09T13:39:51.169575+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:6200,False,,,,,,,
RT-d562ff0fa774,2026-09-09T13:39:51.196941+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,OpenConsole.exe,Code.exe,PID:6264,False,,,,,,,
RT-d5d398a6e737,2026-09-09T13:39:51.220732+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,powershell.exe,Code.exe,PID:6272,False,,,,,,,
RT-7c456cec70d5,2026-09-09T13:39:51.246522+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,msedgewebview2.exe,msedgewebview2.exe,PID:6296,False,,,,,,,
RT-ddf4bdddb427,2026-09-09T13:39:51.276523+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,OpenConsole.exe,Code.exe,PID:6448,False,,,,,,,
RT-80c7244fce69,2026-09-09T13:39:51.302601+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,NgcIso.exe,svchost.exe,PID:6456,False,,,,,,,
RT-09130f6ddca6,2026-09-09T13:39:51.327500+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,uihost.exe,servicehost.exe,PID:6592,False,,,,,,,
RT-dbc78e839d94,2026-09-09T13:39:51.352454+00:00,Asus,KISHAN,PROCESS_EXECUTION,192.168.56.1,,,,svchost.exe,services.exe,PID:6640,False,,,,,,,
