process_execution_frequency,network_connection_frequency,unique_processes,unique_destinations,unique_destination_ports,process_burst,network_burst,process_diversity,destination_diversity,process_network_ratio,new_processes_ratio,new_destination_ratio,established_ratio,syn_sent_ratio,closed_ratio,ioc_matches,attack_type,label,v4_prediction,v4_isolation_score,ml_component,behavior_component,temporal_persistence,v5_ensemble_score,v5_risk_score,v5_prediction,v5_severity
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
0.0,2.391652919593413,0.0,0.955539586092642,0.973348619785992,2.0,2.0,0.0,1.0608583731753376,0.0,0.0,0.9162884962481636,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.015929979451574705,0.5871084259541748,0.2690968619748861,0.0,0.39018384976851767,39.01838497685176,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.21410149882703605,0.12971989198026113,0.038555487811152256,0.0,0.08098481254193168,8.098481254193167,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
5.860742176172614,0.0,6.0,6.0,2.0,2.5,2.5,0.4557601050378975,0.0,2.0271245541417375,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.07327568707233267,0.7929990058019877,0.2604459724219467,0.2,0.54126094629658,54.12609462965799,0,MEDIUM
1.0,5.0,1.0,2.0,2.0,0.1667,0.8333,1.0,0.4,0.2,1.0,0.4,0.0,0.0,0.0,0.0,normal,0,1,-0.005032050956112255,0.6354897089332049,0.1948861273953317,0.4,0.4782408717620957,47.82408717620957,0,MEDIUM
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
2.77166906155722,0.0,5.0,0.0,0.0,2.0,0.0,0.9430262436156548,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.04256073984941844,0.5256434662295507,0.06396706054926683,0.0,0.30509567156356965,30.509567156356965,0,LOW
8.173879221158744,2.41206210730071,3.038283538810636,0.951477515138923,1.0240225257894682,2.0,2.0,0.940737869816036,0.9223042687942912,2.7719274803740044,1.0998080035011106,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,1,-0.029238575197903183,0.6913594255829513,0.24421394435908877,0.2,0.4813011701603954,48.13011701603954,0,MEDIUM
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
2.7558655985151184,0.0,6.0,6.0,2.0,2.5,2.5,0.937332420739086,0.0,0.906587202939672,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.06918929470157598,0.783567433487293,0.2027946252466224,0.2,0.5216607447296667,52.16607447296667,0,MEDIUM
0.0,2.8636825980875016,0.0,7.0,3.0,0.0,0.1578981487357692,0.0,1.0860006694709436,0.0,0.0,1.0734344553213413,0.0,0.0,0.0,0.0,discovery,1,1,-0.024474827594355264,0.6803644877660778,0.2984467241910919,0.4,0.5288121493191158,52.88121493191158,0,MEDIUM
0.9305754244252672,0.0,0.9682774134763455,5.0,2.0,0.1765171973967328,2.5,1.050167716948972,0.7,0.9423909222161084,0.0,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.004296688755701883,0.633792460812761,0.1333142693972136,0.6,0.501914420796322,50.191442079632196,0,MEDIUM
3.245878545910527,0.0,5.0,0.0,0.0,2.0,0.0,0.918557090825348,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.044931517540120924,0.5201716076307679,0.06929371217211101,0.0,0.3034178122399501,30.341781223995014,0,LOW
13.08370126356068,0.0,6.0,6.0,2.0,2.5,2.5,0.7979716662278533,0.0,4.026686870011761,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.08953323039911598,0.8305221268422333,0.29091245310061353,0.2,0.5695152830383817,56.951528303838174,0,MEDIUM
0.9323883140499264,0.0,1.0565810548343448,7.0,3.0,0.1784022439825391,0.0,0.9455322293598428,0.9,1.0734847078965168,0.0,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.0034549958491726374,0.631849796772101,0.1340537020438585,0.4,0.4610308137356202,46.10308137356202,0,MEDIUM
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.21410149882703605,0.12971989198026113,0.038555487811152256,0.0,0.08098481254193168,8.098481254193167,0,LOW
0.9437713217589264,0.0,1.0721139838588754,5.0,2.0,0.1612365731507693,2.5,1.067834773246865,0.7,1.0548671802366103,0.923140833461886,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.015762975912549604,0.660257153061792,0.16076063503352012,0.2,0.4433315929423657,44.333159294236566,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
4.0,0.0,4.0,0.0,0.0,0.6667,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1154193385654253,0.3574826338398562,0.07318068468969288,0.0,0.21491061978434411,21.491061978434413,0,LOW
3.628847867421891,0.0,2.9844796050541023,0.0,0.0,2.5,0.0,1.029589696440242,0.0,0.9632428303648086,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0830385812779374,0.432218837868391,0.08089813161591283,0.0,0.25794489373159324,25.794489373159323,0,LOW
3.1497089865229624,8.760646918121955,6.0,6.0,2.1674658460245184,2.5,2.5,0.9195089413545966,1.0296896341175297,0.5282838155055785,1.022921243850485,0.9991069608305088,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.08996772268462117,0.8315249540401903,0.34471690915918674,0.2,0.5835179520119015,58.35179520119015,0,MEDIUM
0.0,4.8215456822409,0.0,5.0,2.0,0.0,2.5,0.0,0.9192190465943764,0.0,0.0,0.913503696037483,0.0,0.0,0.0,0.0,network_burst,1,1,-0.039725570407949995,0.7155638691883259,0.3186657624005426,0.4,0.553226568653715,55.3226568653715,0,MEDIUM
2.8677817974615185,0.0,5.0,0.0,0.0,2.0,0.0,0.9496588495770586,0.0,6.0,1.0620605110546937,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.04692613916603383,0.51556793368113,0.09439730093200328,0.0,0.30716168875762234,30.716168875762236,0,LOW
5.966573341224776,0.0,6.0,6.0,2.0,2.5,2.5,0.5082682461730759,0.0,2.095668928770689,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.07306466157528846,0.7925119497253711,0.2575264144770057,0.2,0.5402631759682056,54.02631759682056,0,MEDIUM
4.2042641382357955,0.0,2.981596160514241,0.0,0.0,2.5,0.0,0.9465704569887412,0.0,0.9980395084803172,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.08176030568283865,0.4351691538487066,0.08637518003831218,0.0,0.26093682962636666,26.093682962636667,0,LOW
0.9069676700559832,0.0,1.0646254634832373,5.0,2.0,0.1787291044605086,2.5,1.007788353252837,0.7,0.9185512154848988,0.9788963035877508,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.014922313687200983,0.658316867878375,0.1580874889411351,0.2,0.4415961495683901,44.15961495683901,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
2.3194256933754147,0.0,1.006285634434414,0.0,0.0,2.0,2.0,0.9527099325353982,0.0,1.029820319837428,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.08700859059208244,0.4230558827385005,0.049065343514258945,0.0,0.24494707138474,24.494707138474002,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
2.3882860068284515,0.0,1.0631666710653211,0.0,0.0,2.0,2.0,0.97786680111833,0.0,1.0718356957393795,0.9594659052213064,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.058223717018172305,0.4894926298860599,0.07518738334006253,0.0,0.2880177922723486,28.80177922723486,0,LOW
3.0,1.0,1.0,1.0,1.0,0.5,0.1667,0.3333,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.078798052089874,0.44200616469877746,0.1583788681481713,0.0,0.28269810762137043,28.269810762137045,0,LOW
3.0378813261510658,0.0,6.0,6.0,2.0,2.5,2.5,0.9022373506173754,0.0,0.944496450425748,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.06949254176777286,0.7842673409789286,0.2074183339043688,0.2,0.523201621014503,52.32016210145029,0,MEDIUM
2.4639069046814708,0.0,1.0371660895247647,0.0,0.0,2.0,2.0,0.906216836001606,0.0,1.0089965879156997,0.9541482101327774,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.055056919456087594,0.49680173716282156,0.08046658096767968,0.0,0.2933576006814718,29.33576006814718,0,LOW
4.0,0.0,3.0,0.0,0.0,0.6667,0.0,0.75,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.16392383378077352,0.24553213748392044,0.06766498217957867,0.0,0.15195892116105092,15.195892116105092,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
6.408835404640513,3.917242178263078,6.0,6.0,2.0,2.5,2.5,0.4570114432044184,1.0149641462480232,1.986909347156934,0.8,0.989455137381654,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.08416924921047575,0.8181418236590726,0.393204625852414,0.2,0.5882791594755935,58.82791594755935,0,MEDIUM
2.9616818535894636,0.0,5.0,0.0,0.0,2.0,0.0,0.9157486579765834,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.044418272003551085,0.5213562007765447,0.0673397436243961,0.0,0.3035808463331986,30.35808463331986,0,LOW
2.2804149337506807,0.0,0.9662553586839134,0.0,0.0,2.0,2.0,1.0516744553197086,0.0,1.05087221374633,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.086028808046277,0.4253172637061163,0.04996732241677975,0.0,0.2464163256425589,24.64163256425589,0,LOW
2.7859793035514944,0.0,6.0,6.0,2.0,2.5,2.5,0.9776107094604496,0.0,0.9188198613272448,0.9308607437445368,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.06937972844369567,0.7840069628929401,0.20388582791674212,0.2,0.5221752865703027,52.217528657030265,0,MEDIUM
3.049036378775229,2.713034073422454,1.069758422627218,7.0,3.0,0.4944688028010746,0.1647946697178716,0.3047559975097206,1.0605504500424432,3.235831490851952,0.0,0.9357208351394236,0.0,0.0,0.0,0.0,discovery,1,1,-0.040814634779829495,0.7180774773900849,0.2509866370699012,0.4,0.5376892718320221,53.76892718320221,0,MEDIUM
9.47173143785432,0.0,6.0,6.0,2.0,2.5,2.5,0.6313211998766489,0.0,3.1453995929123684,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.08002372867476126,0.8085737809536182,0.27535974552692905,0.6,0.6335555159062223,63.35555159062223,1,MEDIUM
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
3.0614501772920466,0.0,6.0,6.0,2.0,2.5,2.5,1.0412197164785522,0.0,0.9009969930588946,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.06942852099510577,0.7841195782355921,0.2041368917744778,0.2,0.5222999909731951,52.229999097319514,0,MEDIUM
2.7937747931765853,0.0,5.0,0.0,0.0,2.0,0.0,0.91755187655431,0.0,6.0,1.0894986090089571,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0487869501680297,0.5112731005038516,0.09689158940202892,0.0,0.3054231026276256,30.542310262762562,0,LOW
13.0,0.0,4.0,0.0,0.0,2.1667,0.0,0.3077,0.0,13.0,0.2308,0.0,0.0,0.0,0.0,0.0,normal,0,1,-0.008214241739633033,0.6428343444382809,0.18662239990758883,0.2,0.4402144894179517,44.02144894179517,0,LOW
0.0,5.475595645828401,0.0,5.0,2.0,0.0,2.5,0.0,1.013284130161929,0.0,0.0,1.0421065543485355,0.0,0.0,0.0,0.0,network_burst,1,1,-0.045110735241043365,0.7279930651493751,0.32532237744664233,0.4,0.5617267801938169,56.17267801938169,0,MEDIUM
5.2513237757913025,0.0,1.0239429202429249,0.0,0.0,2.0,2.0,0.4947125550243837,0.0,1.9638009347457557,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.05189122567062454,0.5041082968748655,0.10358570280729767,0.0,0.30315598898300045,30.315598898300046,0,LOW
15.0,1.0,6.0,1.0,1.0,2.5,0.1667,0.4,1.0,15.0,0.3333,1.0,0.0,0.0,0.0,0.0,normal,0,1,-0.08396585306222604,0.8176723764531519,0.31319265071446445,0.2,0.5680179697278498,56.80179697278498,0,MEDIUM
3.0,0.0,3.0,0.0,0.0,0.5,0.0,1.0,0.0,3.0,0.6667,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.13811700803482085,0.3050954199962669,0.0455879463159467,0.0,0.17919946757693345,17.919946757693346,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
0.920221233187117,0.0,0.9963527102724344,7.0,3.0,0.1702744290926723,0.0,0.9739968735694396,0.9,0.9236798166357336,1.0589501116835145,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.010559092785345281,0.6482463632064951,0.16232751975488574,0.2,0.4371173797022938,43.71173797022938,0,LOW
0.9134333337695534,0.0,0.9035337561999824,5.0,2.0,0.1614753706957127,2.5,1.0918418545689152,0.7,1.0081713273889903,0.9569081750223652,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.017476911984359744,0.6642129924764608,0.1643181228964582,0.4,0.4863966765861681,48.63966765861681,0,MEDIUM
1.0239337051939723,0.0,1.096164229106607,5.0,2.0,0.1763932040496924,2.5,1.0769698119012725,0.7,0.9223689604761356,0.0,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0030561197723799616,0.6309291733415675,0.13459125310832365,0.6,0.5006588586149431,50.06588586149431,0,MEDIUM
5.542828979978602,3.795812034844888,6.0,6.0,2.0,2.5,2.5,1.0746479872707762,1.0387010848712122,1.8159785862470503,0.8,1.0117348592950113,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.08384444450918849,0.8173921602028009,0.3532659535869271,0.8,0.6978821765082723,69.78821765082724,1,MEDIUM
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.21410149882703605,0.12971989198026113,0.038555487811152256,0.0,0.08098481254193168,8.098481254193167,0,LOW
2.812015270968759,0.0,6.0,6.0,2.0,2.5,2.5,1.0264892469381572,0.0,1.034665661480391,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.06979721207493894,0.7849705333729681,0.2012032689609222,0.2,0.522034610595363,52.2034610595363,0,MEDIUM
1.0855941216331648,0.0,1.0057315076216582,7.0,3.0,0.152425490185111,0.0,0.9963183178412088,0.9,0.9987013160872684,0.0,0.9,0.0,0.0,0.0,0.0,discovery,1,0,0.0001646607589977922,0.6234954710106714,0.1295760794142521,0.0,0.37531652890943235,37.531652890943235,0,LOW
1.091866469527122,0.0,0.9991013113257238,5.0,2.0,0.1598577634788152,2.5,1.075342159452924,0.7,1.096913721650151,0.0,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0037368374254784786,0.6325002994568747,0.133821595429559,0.2,0.4213305635586708,42.13305635586708,0,LOW
3.0,7.0,2.0,5.0,3.0,0.5,1.1667,0.6667,0.7143,0.4286,0.6667,0.7143,0.0,0.0,0.0,0.0,normal,0,1,-0.022212631937005622,0.6751432412492314,0.264262955750395,0.4,0.517394521624676,51.7394521624676,0,MEDIUM
1.0,1.0,1.0,1.0,1.0,0.1667,0.1667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.12228235820457856,0.3416424843507708,0.08326604710750624,0.0,0.20871987816980053,20.871987816980052,0,LOW
4.064848911760317,0.0,3.05454929488885,0.0,0.0,2.5,0.0,0.9165459999844876,0.0,0.9981413988709044,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.08360442902852261,0.4309128365120495,0.08806563406954768,0.0,0.2590184685990141,25.90184685990141,0,LOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
7.626341308001354,0.0,2.9867263644142477,0.0,0.0,2.5,0.0,0.8,0.0,2.074297338182378,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.047559068210038746,0.5141071057656996,0.12273112779564453,0.0,0.3134416901200459,31.344169012004592,0,LOW
2.0,7.0,1.0,4.0,2.0,0.3333,1.1667,0.5,0.5714,0.2857,0.0,0.4286,0.0,0.0,0.0,0.0,normal,0,0,0.004117132600455431,0.6143729931347646,0.2108883989720045,0.0,0.3906272459671217,39.062724596712165,0,LOW
11.0,0.0,4.0,0.0,0.0,1.8333,0.0,0.3636,0.0,11.0,0.2727,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.029275591622556885,0.556306169378118,0.1645663987358907,0.0,0.34710999284193766,34.71099928419377,0,LOW
10.968560090128088,0.0,6.0,6.0,2.0,2.5,2.5,0.7822386454344287,0.0,4.152517658484123,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.08513066908823386,0.8203608227857232,0.2760036726645715,0.2,0.5601993706982907,56.019937069829076,0,MEDIUM
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.010146396902061346,0.0,0.0025365992255153365,0.25365992255153363,0,LOW
10.336887141411548,10.121305681458336,1.0770325753267682,3.1034637433300745,1.0285459461582191,2.0,2.0,0.27325710585287,0.764828755515053,0.9831366818292858,0.0,0.6842717941607573,0.0,0.0,0.0,2.0,ioc_activity,1,1,-0.03465139947344076,0.7038524607468787,0.31876181993814456,0.2,0.5068093083953195,50.680930839531946,0,MEDIUM
