process_execution_frequency,network_connection_frequency,unique_processes,unique_destinations,unique_destination_ports,process_burst,network_burst,process_diversity,destination_diversity,process_network_ratio,new_processes_ratio,new_destination_ratio,established_ratio,syn_sent_ratio,closed_ratio,ioc_matches,attack_type,label,v4_prediction,v4_isolation_score,ml_component,behavior_component,temporal_persistence,v5_ensemble_score,v5_risk_score,v5_prediction,v5_severity,v5_1_prediction,v5_1_severity,v5_1_response
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
0.0,2.7450103844109255,0.0,7.0,3.0,0.0,0.160439223859222,0.0,1.0466248949119092,0.0,0.0,0.9439159184404184,0.0,0.0,0.0,0.0,discovery,1,1,-0.0226825069804955,0.6762277334001222,0.2907632159266781,0.2,0.4846160573517368,48.46160573517368,0,MEDIUM,1,MEDIUM,MONITOR
2.0,0.0,2.0,0.0,0.0,0.3333,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1825544725916962,0.2025318082762684,0.022728162487655,0.0,0.1170745351738614,11.707453517386142,0,LOW,0,LOW,ALLOW
2.475368793909144,0.0,0.9929205174386072,0.0,0.0,2.0,2.0,0.9330157204175624,0.0,0.965383891038445,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0839224461994981,0.4301788389725975,0.0517558393543689,0.0,0.2495373212735209,24.95373212735209,0,LOW,0,LOW,ALLOW
2.3494783557965975,0.0,1.0312095210122358,0.0,0.0,2.0,2.0,1.0389065582572763,0.0,0.931947693524542,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0853308694865607,0.426928136427073,0.0491007935545158,0.0,0.2470856734235191,24.708567342351913,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
2.864547321130862,0.0,6.0,6.0,2.0,2.5,2.5,0.9389675372962784,0.0,0.9967023282007362,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0701435926796111,0.7857699949578986,0.2035020891374142,0.2,0.5230490195111978,52.304901951119774,0,MEDIUM,1,HIGH,ESCALATE
9.0,2.0,2.0,1.0,1.0,1.5,0.3333,0.2222,0.5,4.5,0.1111,0.5,0.0,0.0,0.0,0.0,normal,0,0,0.0234413509312136,0.5697718520608479,0.2303944971380919,0.0,0.3709731429179893,37.09731429179893,0,LOW,1,MEDIUM,MONITOR
3.0,0.0,2.0,0.0,0.0,0.5,0.0,0.6667,0.0,3.0,0.6667,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1367201139751483,0.3083195125807312,0.0601803510561283,0.0,0.1846208196834343,18.46208196834343,0,LOW,0,LOW,ALLOW
2.6087387929853283,0.0,1.0425772582864203,0.0,0.0,2.0,2.0,1.0698783103416878,0.0,0.9509544848195074,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0812700409805886,0.4363007062237803,0.0533563069360024,0.0,0.2533044651570798,25.330446515707983,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
0.9378726983345708,0.0,1.092874638978296,7.0,3.0,0.1736295154393442,0.0,1.0951795080735791,0.9,1.088676470255571,0.0,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.0025715589845166,0.6298107858503653,0.137811701267524,0.2,0.420848857534582,42.0848857534582,0,LOW,1,MEDIUM,MONITOR
0.9809988122991636,0.0,1.0948834246217694,7.0,3.0,0.179082778951952,0.0,0.9858052242714824,0.9,0.9071797772014718,0.0,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.0029609348943084,0.6307094824799603,0.1311476809521987,0.4,0.4596771356020279,45.96771356020279,0,MEDIUM,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
0.0,2.391652919593413,0.0,0.955539586092642,0.973348619785992,2.0,2.0,0.0,1.0608583731753376,0.0,0.0,0.9162884962481636,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0159299794515747,0.5871084259541748,0.2690968619748861,0.0,0.3901838497685176,39.01838497685176,0,LOW,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
5.860742176172614,0.0,6.0,6.0,2.0,2.5,2.5,0.4557601050378975,0.0,2.0271245541417375,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0732756870723326,0.7929990058019877,0.2604459724219467,0.2,0.54126094629658,54.12609462965799,0,MEDIUM,1,HIGH,ESCALATE
1.0,5.0,1.0,2.0,2.0,0.1667,0.8333,1.0,0.4,0.2,1.0,0.4,0.0,0.0,0.0,0.0,normal,0,1,-0.0050320509561122,0.6354897089332049,0.1948861273953317,0.4,0.4782408717620957,47.82408717620957,0,MEDIUM,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
2.77166906155722,0.0,5.0,0.0,0.0,2.0,0.0,0.9430262436156548,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0425607398494184,0.5256434662295507,0.0639670605492668,0.0,0.3050956715635696,30.509567156356965,0,LOW,0,LOW,ALLOW
8.173879221158744,2.41206210730071,3.038283538810636,0.951477515138923,1.0240225257894682,2.0,2.0,0.940737869816036,0.9223042687942912,2.7719274803740044,1.0998080035011106,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,1,-0.0292385751979031,0.6913594255829513,0.2442139443590887,0.2,0.4813011701603954,48.13011701603954,0,MEDIUM,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
2.7558655985151184,0.0,6.0,6.0,2.0,2.5,2.5,0.937332420739086,0.0,0.906587202939672,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0691892947015759,0.783567433487293,0.2027946252466224,0.2,0.5216607447296667,52.16607447296667,0,MEDIUM,1,HIGH,ESCALATE
0.0,2.8636825980875016,0.0,7.0,3.0,0.0,0.1578981487357692,0.0,1.0860006694709436,0.0,0.0,1.0734344553213413,0.0,0.0,0.0,0.0,discovery,1,1,-0.0244748275943552,0.6803644877660778,0.2984467241910919,0.4,0.5288121493191158,52.88121493191158,0,MEDIUM,1,HIGH,ESCALATE
0.9305754244252672,0.0,0.9682774134763455,5.0,2.0,0.1765171973967328,2.5,1.050167716948972,0.7,0.9423909222161084,0.0,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0042966887557018,0.633792460812761,0.1333142693972136,0.6,0.501914420796322,50.19144207963219,0,MEDIUM,1,HIGH,ESCALATE
3.245878545910527,0.0,5.0,0.0,0.0,2.0,0.0,0.918557090825348,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0449315175401209,0.5201716076307679,0.069293712172111,0.0,0.3034178122399501,30.341781223995017,0,LOW,0,LOW,ALLOW
13.08370126356068,0.0,6.0,6.0,2.0,2.5,2.5,0.7979716662278533,0.0,4.026686870011761,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0895332303991159,0.8305221268422333,0.2909124531006135,0.2,0.5695152830383817,56.951528303838174,0,MEDIUM,1,HIGH,ESCALATE
0.9323883140499264,0.0,1.0565810548343448,7.0,3.0,0.1784022439825391,0.0,0.9455322293598428,0.9,1.0734847078965168,0.0,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.0034549958491726,0.631849796772101,0.1340537020438585,0.4,0.4610308137356202,46.10308137356202,0,MEDIUM,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
0.9437713217589264,0.0,1.0721139838588754,5.0,2.0,0.1612365731507693,2.5,1.067834773246865,0.7,1.0548671802366103,0.923140833461886,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0157629759125496,0.660257153061792,0.1607606350335201,0.2,0.4433315929423657,44.333159294236566,0,LOW,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
4.0,0.0,4.0,0.0,0.0,0.6667,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1154193385654253,0.3574826338398562,0.0731806846896928,0.0,0.2149106197843441,21.491061978434413,0,LOW,0,LOW,ALLOW
3.628847867421891,0.0,2.9844796050541023,0.0,0.0,2.5,0.0,1.029589696440242,0.0,0.9632428303648086,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0830385812779374,0.432218837868391,0.0808981316159128,0.0,0.2579448937315932,25.794489373159323,0,LOW,0,LOW,ALLOW
3.1497089865229624,8.760646918121955,6.0,6.0,2.1674658460245184,2.5,2.5,0.9195089413545966,1.0296896341175297,0.5282838155055785,1.022921243850485,0.9991069608305088,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0899677226846211,0.8315249540401903,0.3447169091591867,0.2,0.5835179520119015,58.35179520119015,0,MEDIUM,1,HIGH,ESCALATE
0.0,4.8215456822409,0.0,5.0,2.0,0.0,2.5,0.0,0.9192190465943764,0.0,0.0,0.913503696037483,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0397255704079499,0.7155638691883259,0.3186657624005426,0.4,0.553226568653715,55.3226568653715,0,MEDIUM,1,HIGH,ESCALATE
2.8677817974615185,0.0,5.0,0.0,0.0,2.0,0.0,0.9496588495770586,0.0,6.0,1.0620605110546937,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0469261391660338,0.51556793368113,0.0943973009320032,0.0,0.3071616887576223,30.716168875762236,0,LOW,0,LOW,ALLOW
5.966573341224776,0.0,6.0,6.0,2.0,2.5,2.5,0.5082682461730759,0.0,2.095668928770689,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0730646615752884,0.7925119497253711,0.2575264144770057,0.2,0.5402631759682056,54.02631759682056,0,MEDIUM,1,HIGH,ESCALATE
4.2042641382357955,0.0,2.981596160514241,0.0,0.0,2.5,0.0,0.9465704569887412,0.0,0.9980395084803172,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0817603056828386,0.4351691538487066,0.0863751800383121,0.0,0.2609368296263666,26.093682962636667,0,LOW,0,LOW,ALLOW
0.9069676700559832,0.0,1.0646254634832373,5.0,2.0,0.1787291044605086,2.5,1.007788353252837,0.7,0.9185512154848988,0.9788963035877508,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0149223136872009,0.658316867878375,0.1580874889411351,0.2,0.4415961495683901,44.15961495683901,0,LOW,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
2.3194256933754147,0.0,1.006285634434414,0.0,0.0,2.0,2.0,0.9527099325353982,0.0,1.029820319837428,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0870085905920824,0.4230558827385005,0.0490653435142589,0.0,0.24494707138474,24.494707138474,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
2.3882860068284515,0.0,1.0631666710653211,0.0,0.0,2.0,2.0,0.97786680111833,0.0,1.0718356957393795,0.9594659052213064,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0582237170181723,0.4894926298860599,0.0751873833400625,0.0,0.2880177922723486,28.80177922723486,0,LOW,0,LOW,ALLOW
3.0,1.0,1.0,1.0,1.0,0.5,0.1667,0.3333,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.078798052089874,0.4420061646987774,0.1583788681481713,0.0,0.2826981076213704,28.269810762137045,0,LOW,0,LOW,ALLOW
3.0378813261510658,0.0,6.0,6.0,2.0,2.5,2.5,0.9022373506173754,0.0,0.944496450425748,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0694925417677728,0.7842673409789286,0.2074183339043688,0.2,0.523201621014503,52.32016210145029,0,MEDIUM,1,HIGH,ESCALATE
2.4639069046814708,0.0,1.0371660895247647,0.0,0.0,2.0,2.0,0.906216836001606,0.0,1.0089965879156997,0.9541482101327774,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0550569194560875,0.4968017371628215,0.0804665809676796,0.0,0.2933576006814718,29.33576006814718,0,LOW,0,LOW,ALLOW
4.0,0.0,3.0,0.0,0.0,0.6667,0.0,0.75,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1639238337807735,0.2455321374839204,0.0676649821795786,0.0,0.1519589211610509,15.195892116105092,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
6.408835404640513,3.917242178263078,6.0,6.0,2.0,2.5,2.5,0.4570114432044184,1.0149641462480232,1.986909347156934,0.8,0.989455137381654,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0841692492104757,0.8181418236590726,0.393204625852414,0.2,0.5882791594755935,58.82791594755935,0,MEDIUM,1,HIGH,ESCALATE
2.9616818535894636,0.0,5.0,0.0,0.0,2.0,0.0,0.9157486579765834,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.044418272003551,0.5213562007765447,0.0673397436243961,0.0,0.3035808463331986,30.35808463331986,0,LOW,0,LOW,ALLOW
2.2804149337506807,0.0,0.9662553586839134,0.0,0.0,2.0,2.0,1.0516744553197086,0.0,1.05087221374633,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.086028808046277,0.4253172637061163,0.0499673224167797,0.0,0.2464163256425589,24.64163256425589,0,LOW,0,LOW,ALLOW
2.7859793035514944,0.0,6.0,6.0,2.0,2.5,2.5,0.9776107094604496,0.0,0.9188198613272448,0.9308607437445368,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0693797284436956,0.7840069628929401,0.2038858279167421,0.2,0.5221752865703027,52.217528657030265,0,MEDIUM,1,HIGH,ESCALATE
3.049036378775229,2.713034073422454,1.069758422627218,7.0,3.0,0.4944688028010746,0.1647946697178716,0.3047559975097206,1.0605504500424432,3.235831490851952,0.0,0.9357208351394236,0.0,0.0,0.0,0.0,discovery,1,1,-0.0408146347798294,0.7180774773900849,0.2509866370699012,0.4,0.5376892718320221,53.76892718320221,0,MEDIUM,1,HIGH,ESCALATE
9.47173143785432,0.0,6.0,6.0,2.0,2.5,2.5,0.6313211998766489,0.0,3.1453995929123684,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0800237286747612,0.8085737809536182,0.275359745526929,0.6,0.6335555159062223,63.35555159062223,1,MEDIUM,1,HIGH,ESCALATE
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
3.0614501772920466,0.0,6.0,6.0,2.0,2.5,2.5,1.0412197164785522,0.0,0.9009969930588946,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0694285209951057,0.7841195782355921,0.2041368917744778,0.2,0.5222999909731951,52.229999097319514,0,MEDIUM,1,HIGH,ESCALATE
2.7937747931765853,0.0,5.0,0.0,0.0,2.0,0.0,0.91755187655431,0.0,6.0,1.0894986090089571,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0487869501680297,0.5112731005038516,0.0968915894020289,0.0,0.3054231026276256,30.54231026276256,0,LOW,0,LOW,ALLOW
13.0,0.0,4.0,0.0,0.0,2.1667,0.0,0.3077,0.0,13.0,0.2308,0.0,0.0,0.0,0.0,0.0,normal,0,1,-0.008214241739633,0.6428343444382809,0.1866223999075888,0.2,0.4402144894179517,44.02144894179517,0,LOW,1,MEDIUM,MONITOR
0.0,5.475595645828401,0.0,5.0,2.0,0.0,2.5,0.0,1.013284130161929,0.0,0.0,1.0421065543485355,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0451107352410433,0.7279930651493751,0.3253223774466423,0.4,0.5617267801938169,56.17267801938169,0,MEDIUM,1,HIGH,ESCALATE
5.2513237757913025,0.0,1.0239429202429249,0.0,0.0,2.0,2.0,0.4947125550243837,0.0,1.9638009347457557,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0518912256706245,0.5041082968748655,0.1035857028072976,0.0,0.3031559889830004,30.31559889830005,0,LOW,0,LOW,ALLOW
15.0,1.0,6.0,1.0,1.0,2.5,0.1667,0.4,1.0,15.0,0.3333,1.0,0.0,0.0,0.0,0.0,normal,0,1,-0.083965853062226,0.8176723764531519,0.3131926507144644,0.2,0.5680179697278498,56.80179697278498,0,MEDIUM,1,HIGH,ESCALATE
3.0,0.0,3.0,0.0,0.0,0.5,0.0,1.0,0.0,3.0,0.6667,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1381170080348208,0.3050954199962669,0.0455879463159467,0.0,0.1791994675769334,17.919946757693346,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
0.920221233187117,0.0,0.9963527102724344,7.0,3.0,0.1702744290926723,0.0,0.9739968735694396,0.9,0.9236798166357336,1.0589501116835145,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.0105590927853452,0.6482463632064951,0.1623275197548857,0.2,0.4371173797022938,43.71173797022938,0,LOW,1,MEDIUM,MONITOR
0.9134333337695534,0.0,0.9035337561999824,5.0,2.0,0.1614753706957127,2.5,1.0918418545689152,0.7,1.0081713273889903,0.9569081750223652,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0174769119843597,0.6642129924764608,0.1643181228964582,0.4,0.4863966765861681,48.63966765861681,0,MEDIUM,1,MEDIUM,MONITOR
1.0239337051939723,0.0,1.096164229106607,5.0,2.0,0.1763932040496924,2.5,1.0769698119012725,0.7,0.9223689604761356,0.0,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0030561197723799,0.6309291733415675,0.1345912531083236,0.6,0.5006588586149431,50.06588586149431,0,MEDIUM,1,HIGH,ESCALATE
5.542828979978602,3.795812034844888,6.0,6.0,2.0,2.5,2.5,1.0746479872707762,1.0387010848712122,1.8159785862470503,0.8,1.0117348592950113,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0838444445091884,0.8173921602028009,0.3532659535869271,0.8,0.6978821765082723,69.78821765082724,1,MEDIUM,1,CRITICAL,ESCALATE_AND_CONTAIN
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
2.812015270968759,0.0,6.0,6.0,2.0,2.5,2.5,1.0264892469381572,0.0,1.034665661480391,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0697972120749389,0.7849705333729681,0.2012032689609222,0.2,0.522034610595363,52.2034610595363,0,MEDIUM,1,HIGH,ESCALATE
1.0855941216331648,0.0,1.0057315076216582,7.0,3.0,0.152425490185111,0.0,0.9963183178412088,0.9,0.9987013160872684,0.0,0.9,0.0,0.0,0.0,0.0,discovery,1,0,0.0001646607589977,0.6234954710106714,0.1295760794142521,0.0,0.3753165289094323,37.531652890943235,0,LOW,1,MEDIUM,MONITOR
1.091866469527122,0.0,0.9991013113257238,5.0,2.0,0.1598577634788152,2.5,1.075342159452924,0.7,1.096913721650151,0.0,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0037368374254784,0.6325002994568747,0.133821595429559,0.2,0.4213305635586708,42.13305635586708,0,LOW,1,MEDIUM,MONITOR
3.0,7.0,2.0,5.0,3.0,0.5,1.1667,0.6667,0.7143,0.4286,0.6667,0.7143,0.0,0.0,0.0,0.0,normal,0,1,-0.0222126319370056,0.6751432412492314,0.264262955750395,0.4,0.517394521624676,51.7394521624676,0,MEDIUM,1,HIGH,ESCALATE
