timestamp,user_id,device_id,source_ip,destination,event_type,process,resource,ioc_match
2026-09-01T10:41:00,U004,PC005,10.0.1.94,SERVER02,LOGIN,,,False
2026-09-01T11:02:00,U004,PC086,10.0.1.134,SERVER04,FILE_ACCESS,,reports,False
2026-09-01T11:24:00,U004,PC074,10.0.1.157,SERVER08,FILE_ACCESS,,projects,False
2026-09-01T11:36:00,U004,PC053,10.0.1.58,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U005,PC053,10.0.1.129,SERVER01,PROCESS_EXECUTION,office,,False
2026-09-01T09:26:00,U005,PC008,10.0.1.113,SERVER06,LOGIN,,,False
2026-09-01T09:56:00,U005,PC032,10.0.1.59,SERVER04,LOGIN,,,False
2026-09-01T10:18:00,U005,PC018,10.0.1.118,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T10:31:00,U005,PC032,10.0.1.29,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T11:01:00,U005,PC007,10.0.1.176,SERVER09,LOGIN,,,False
2026-09-01T11:06:00,U005,PC097,10.0.1.70,SERVER03,LOGIN,,,False
2026-09-01T11:24:00,U005,PC062,10.0.1.64,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T11:30:00,U005,PC001,10.0.1.109,SERVER05,FILE_ACCESS,,reports,False
2026-09-01T12:00:00,U005,PC037,10.0.1.118,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T12:26:00,U005,PC020,10.0.1.58,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T12:37:00,U005,PC075,10.0.1.198,SERVER09,LOGIN,,,False
2026-09-01T12:43:00,U005,PC007,10.0.1.159,SERVER08,PROCESS_EXECUTION,chrome,,False
2026-09-01T13:04:00,U005,PC066,10.0.1.30,SERVER03,FILE_ACCESS,,documents,False
2026-09-01T09:00:00,U006,PC016,10.0.1.155,SERVER04,FILE_ACCESS,,reports,False
2026-09-01T09:23:00,U006,PC080,10.0.1.30,SERVER07,LOGIN,,,False
2026-09-01T09:49:00,U006,PC027,10.0.1.181,SERVER06,PROCESS_EXECUTION,python,,False
2026-09-01T10:01:00,U006,PC017,10.0.1.181,SERVER05,PROCESS_EXECUTION,office,,False
2026-09-01T10:20:00,U006,PC002,10.0.1.127,SERVER10,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:43:00,U006,PC010,10.0.1.147,SERVER04,LOGIN,,,False
2026-09-01T11:04:00,U006,PC045,10.0.1.27,SERVER04,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:20:00,U006,PC057,10.0.1.149,SERVER05,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:44:00,U006,PC086,10.0.1.151,SERVER05,LOGIN,,,False
2026-09-01T09:00:00,U007,PC015,10.0.1.37,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T09:09:00,U007,PC078,10.0.1.63,SERVER06,PROCESS_EXECUTION,python,,False
2026-09-01T09:20:00,U007,PC033,10.0.1.23,SERVER02,PROCESS_EXECUTION,office,,False
2026-09-01T09:45:00,U007,PC036,10.0.1.21,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T10:00:00,U007,PC034,10.0.1.51,SERVER08,FILE_ACCESS,,projects,False
2026-09-01T10:22:00,U007,PC072,10.0.1.12,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T10:29:00,U007,PC005,10.0.1.104,SERVER10,FILE_ACCESS,,projects,False
2026-09-01T10:51:00,U007,PC017,10.0.1.20,SERVER05,FILE_ACCESS,,reports,False
2026-09-01T11:07:00,U007,PC046,10.0.1.63,SERVER04,LOGIN,,,False
2026-09-01T09:00:00,U008,PC080,10.0.1.49,SERVER04,PROCESS_EXECUTION,office,,False
2026-09-01T09:10:00,U008,PC004,10.0.1.55,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T09:40:00,U008,PC086,10.0.1.198,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:53:00,U008,PC014,10.0.1.107,SERVER01,FILE_ACCESS,,projects,False
2026-09-01T10:13:00,U008,PC059,10.0.1.99,SERVER05,FILE_ACCESS,,documents,False
2026-09-01T10:43:00,U008,PC004,10.0.1.178,SERVER04,FILE_ACCESS,,documents,False
2026-09-01T11:00:00,U008,PC009,10.0.1.81,SERVER06,PROCESS_EXECUTION,python,,False
2026-09-01T11:25:00,U008,PC087,10.0.1.147,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T11:30:00,U008,PC034,10.0.1.55,SERVER10,LOGIN,,,False
2026-09-01T09:00:00,U009,PC077,10.0.1.121,SERVER06,LOGIN,,,False
2026-09-01T09:28:00,U009,PC078,10.0.1.140,SERVER02,PROCESS_EXECUTION,office,,False
2026-09-01T09:45:00,U009,PC006,10.0.1.191,SERVER07,FILE_ACCESS,,reports,False
2026-09-01T09:50:00,U009,PC056,10.0.1.27,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T10:14:00,U009,PC093,10.0.1.86,SERVER09,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:28:00,U009,PC042,10.0.1.113,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T10:50:00,U009,PC054,10.0.1.180,SERVER07,FILE_ACCESS,,documents,False
2026-09-01T11:16:00,U009,PC073,10.0.1.87,SERVER07,FILE_ACCESS,,projects,False
2026-09-01T09:00:00,U010,PC027,10.0.1.120,SERVER10,PROCESS_EXECUTION,python,,False
2026-09-01T09:24:00,U010,PC057,10.0.1.123,SERVER04,PROCESS_EXECUTION,office,,False
2026-09-01T09:45:00,U010,PC095,10.0.1.53,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T09:59:00,U010,PC097,10.0.1.70,SERVER05,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:11:00,U010,PC004,10.0.1.21,SERVER04,FILE_ACCESS,,documents,False
2026-09-01T10:31:00,U010,PC059,10.0.1.116,SERVER10,LOGIN,,,False
2026-09-01T10:42:00,U010,PC064,10.0.1.112,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T10:51:00,U010,PC097,10.0.1.37,SERVER07,LOGIN,,,False
2026-09-01T09:00:00,U011,PC007,10.0.1.152,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:08:00,U011,PC018,10.0.1.128,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T09:30:00,U011,PC079,10.0.1.194,SERVER09,PROCESS_EXECUTION,office,,False
2026-09-01T09:48:00,U011,PC021,10.0.1.200,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T10:07:00,U011,PC082,10.0.1.80,SERVER09,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:27:00,U011,PC057,10.0.1.29,SERVER05,FILE_ACCESS,,reports,False
2026-09-01T10:39:00,U011,PC041,10.0.1.148,SERVER02,PROCESS_EXECUTION,python,,False
2026-09-01T10:48:00,U011,PC050,10.0.1.187,SERVER03,FILE_ACCESS,,documents,False
2026-09-01T11:15:00,U011,PC054,10.0.1.114,SERVER06,FILE_ACCESS,,documents,False
2026-09-01T11:37:00,U011,PC054,10.0.1.25,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U012,PC098,10.0.1.157,SERVER07,LOGIN,,,False
2026-09-01T09:20:00,U012,PC046,10.0.1.86,SERVER07,LOGIN,,,False
2026-09-01T09:38:00,U012,PC029,10.0.1.79,SERVER07,FILE_ACCESS,,reports,False
2026-09-01T09:58:00,U012,PC050,10.0.1.96,SERVER07,LOGIN,,,False
2026-09-01T10:26:00,U012,PC017,10.0.1.169,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T10:31:00,U012,PC076,10.0.1.154,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T10:38:00,U012,PC018,10.0.1.128,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T10:44:00,U012,PC042,10.0.1.64,SERVER08,PROCESS_EXECUTION,office,,False
2026-09-01T10:59:00,U012,PC036,10.0.1.117,SERVER05,PROCESS_EXECUTION,office,,False
2026-09-01T11:06:00,U012,PC003,10.0.1.148,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T11:22:00,U012,PC009,10.0.1.176,SERVER01,FILE_ACCESS,,projects,False
2026-09-01T11:51:00,U012,PC032,10.0.1.61,SERVER01,LOGIN,,,False
2026-09-01T12:15:00,U012,PC017,10.0.1.131,SERVER02,FILE_ACCESS,,documents,False
2026-09-01T12:38:00,U012,PC090,10.0.1.75,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T09:00:00,U013,PC014,10.0.1.158,SERVER01,FILE_ACCESS,,reports,False
2026-09-01T09:14:00,U013,PC051,10.0.1.193,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:21:00,U013,PC090,10.0.1.87,SERVER10,FILE_ACCESS,,documents,False
2026-09-01T09:51:00,U013,PC073,10.0.1.20,SERVER06,LOGIN,,,False
2026-09-01T10:13:00,U013,PC085,10.0.1.104,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T10:34:00,U013,PC054,10.0.1.135,SERVER02,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:52:00,U013,PC091,10.0.1.49,SERVER07,PROCESS_EXECUTION,office,,False
2026-09-01T11:02:00,U013,PC060,10.0.1.121,SERVER10,PROCESS_EXECUTION,office,,False
2026-09-01T11:15:00,U013,PC012,10.0.1.81,SERVER08,PROCESS_EXECUTION,vscode,,False
2026-09-01T09:00:00,U014,PC044,10.0.1.17,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T09:15:00,U014,PC028,10.0.1.100,SERVER05,FILE_ACCESS,,reports,False
2026-09-01T09:30:00,U014,PC072,10.0.1.12,SERVER09,PROCESS_EXECUTION,python,,False
2026-09-01T09:41:00,U014,PC031,10.0.1.194,SERVER07,LOGIN,,,False
2026-09-01T10:01:00,U014,PC061,10.0.1.175,SERVER08,FILE_ACCESS,,projects,False
2026-09-01T10:20:00,U014,PC012,10.0.1.85,SERVER04,LOGIN,,,False
2026-09-01T10:37:00,U014,PC085,10.0.1.158,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T10:57:00,U014,PC096,10.0.1.150,SERVER06,PROCESS_EXECUTION,office,,False
2026-09-01T11:13:00,U014,PC035,10.0.1.88,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T11:25:00,U014,PC093,10.0.1.59,SERVER06,LOGIN,,,False
2026-09-01T11:33:00,U014,PC028,10.0.1.199,SERVER08,FILE_ACCESS,,documents,False
2026-09-01T11:46:00,U014,PC025,10.0.1.85,SERVER04,PROCESS_EXECUTION,chrome,,False
2026-09-01T12:02:00,U014,PC002,10.0.1.191,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T12:11:00,U014,PC007,10.0.1.151,SERVER05,PROCESS_EXECUTION,chrome,,False
2026-09-01T12:38:00,U014,PC097,10.0.1.135,SERVER02,FILE_ACCESS,,projects,False
2026-09-01T09:00:00,U015,PC062,10.0.1.122,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T09:10:00,U015,PC033,10.0.1.132,SERVER02,LOGIN,,,False
2026-09-01T09:17:00,U015,PC063,10.0.1.28,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T09:42:00,U015,PC020,10.0.1.48,SERVER10,LOGIN,,,False
2026-09-01T09:56:00,U015,PC032,10.0.1.40,SERVER09,LOGIN,,,False
2026-09-01T10:25:00,U015,PC078,10.0.1.162,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T10:37:00,U015,PC058,10.0.1.123,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T11:00:00,U015,PC040,10.0.1.155,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T11:06:00,U015,PC098,10.0.1.63,SERVER04,LOGIN,,,False
2026-09-01T11:19:00,U015,PC021,10.0.1.71,SERVER03,LOGIN,,,False
2026-09-01T11:41:00,U015,PC021,10.0.1.10,SERVER07,LOGIN,,,False
2026-09-01T12:00:00,U015,PC038,10.0.1.18,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U016,PC010,10.0.1.185,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:13:00,U016,PC015,10.0.1.149,SERVER04,FILE_ACCESS,,reports,False
2026-09-01T09:38:00,U016,PC019,10.0.1.28,SERVER01,FILE_ACCESS,,reports,False
2026-09-01T09:48:00,U016,PC057,10.0.1.41,SERVER08,PROCESS_EXECUTION,python,,False
2026-09-01T10:15:00,U016,PC035,10.0.1.138,SERVER09,PROCESS_EXECUTION,office,,False
2026-09-01T10:35:00,U016,PC011,10.0.1.163,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T10:53:00,U016,PC004,10.0.1.33,SERVER04,PROCESS_EXECUTION,python,,False
2026-09-01T11:19:00,U016,PC098,10.0.1.182,SERVER05,LOGIN,,,False
2026-09-01T11:42:00,U016,PC098,10.0.1.54,SERVER08,LOGIN,,,False
2026-09-01T12:03:00,U016,PC036,10.0.1.56,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T12:21:00,U016,PC012,10.0.1.130,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T12:39:00,U016,PC086,10.0.1.36,SERVER03,PROCESS_EXECUTION,python,,False
2026-09-01T09:00:00,U017,PC037,10.0.1.179,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:29:00,U017,PC059,10.0.1.32,SERVER06,LOGIN,,,False
2026-09-01T09:42:00,U017,PC099,10.0.1.113,SERVER09,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:47:00,U017,PC053,10.0.1.23,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T10:08:00,U017,PC081,10.0.1.123,SERVER01,PROCESS_EXECUTION,office,,False
2026-09-01T10:19:00,U017,PC037,10.0.1.122,SERVER08,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:27:00,U017,PC081,10.0.1.165,SERVER04,LOGIN,,,False
2026-09-01T10:54:00,U017,PC071,10.0.1.13,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T11:12:00,U017,PC029,10.0.1.39,SERVER08,LOGIN,,,False
2026-09-01T11:20:00,U017,PC092,10.0.1.84,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T11:47:00,U017,PC062,10.0.1.130,SERVER04,PROCESS_EXECUTION,office,,False
2026-09-01T12:06:00,U017,PC025,10.0.1.163,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T12:34:00,U017,PC036,10.0.1.116,SERVER06,FILE_ACCESS,,documents,False
2026-09-01T13:04:00,U017,PC037,10.0.1.195,SERVER05,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:00:00,U018,PC069,10.0.1.133,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T09:15:00,U018,PC059,10.0.1.92,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:42:00,U018,PC050,10.0.1.69,SERVER07,FILE_ACCESS,,projects,False
2026-09-01T09:48:00,U018,PC091,10.0.1.107,SERVER07,PROCESS_EXECUTION,office,,False
2026-09-01T10:14:00,U018,PC005,10.0.1.42,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T10:37:00,U018,PC057,10.0.1.35,SERVER09,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:56:00,U018,PC093,10.0.1.46,SERVER07,LOGIN,,,False
2026-09-01T11:21:00,U018,PC061,10.0.1.77,SERVER06,FILE_ACCESS,,documents,False
2026-09-01T11:45:00,U018,PC084,10.0.1.30,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T12:11:00,U018,PC041,10.0.1.170,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T12:33:00,U018,PC080,10.0.1.27,SERVER04,LOGIN,,,False
2026-09-01T12:58:00,U018,PC096,10.0.1.33,SERVER07,PROCESS_EXECUTION,vscode,,False
2026-09-01T13:06:00,U018,PC057,10.0.1.52,SERVER05,LOGIN,,,False
2026-09-01T13:11:00,U018,PC042,10.0.1.24,SERVER05,LOGIN,,,False
2026-09-01T13:27:00,U018,PC019,10.0.1.72,SERVER09,PROCESS_EXECUTION,office,,False
2026-09-01T09:00:00,U019,PC011,10.0.1.166,SERVER07,FILE_ACCESS,,documents,False
2026-09-01T09:24:00,U019,PC075,10.0.1.46,SERVER04,FILE_ACCESS,,reports,False
2026-09-01T09:43:00,U019,PC033,10.0.1.180,SERVER01,PROCESS_EXECUTION,office,,False
2026-09-01T10:13:00,U019,PC037,10.0.1.183,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T10:23:00,U019,PC057,10.0.1.98,SERVER10,LOGIN,,,False
2026-09-01T10:37:00,U019,PC089,10.0.1.74,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T10:51:00,U019,PC062,10.0.1.37,SERVER04,FILE_ACCESS,,reports,False
2026-09-01T11:08:00,U019,PC090,10.0.1.85,SERVER01,PROCESS_EXECUTION,python,,False
2026-09-01T11:34:00,U019,PC036,10.0.1.12,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T12:00:00,U019,PC078,10.0.1.200,SERVER08,LOGIN,,,False
2026-09-01T09:00:00,U020,PC082,10.0.1.58,SERVER10,PROCESS_EXECUTION,vscode,,False
2026-09-01T09:13:00,U020,PC013,10.0.1.170,SERVER01,FILE_ACCESS,,projects,False
2026-09-01T09:27:00,U020,PC005,10.0.1.158,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T09:55:00,U020,PC038,10.0.1.93,SERVER07,FILE_ACCESS,,documents,False
2026-09-01T10:05:00,U020,PC070,10.0.1.103,SERVER09,FILE_ACCESS,,documents,False
2026-09-01T10:26:00,U020,PC033,10.0.1.133,SERVER05,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:54:00,U020,PC060,10.0.1.29,SERVER03,PROCESS_EXECUTION,chrome,,False
2026-09-01T11:23:00,U020,PC093,10.0.1.182,SERVER07,FILE_ACCESS,,projects,False
2026-09-01T11:53:00,U020,PC051,10.0.1.13,SERVER05,PROCESS_EXECUTION,chrome,,False
2026-09-01T12:15:00,U020,PC059,10.0.1.104,SERVER05,LOGIN,,,False
2026-09-01T12:38:00,U020,PC082,10.0.1.105,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U021,PC004,10.0.1.168,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T09:15:00,U021,PC009,10.0.1.172,SERVER08,FILE_ACCESS,,projects,False
2026-09-01T09:42:00,U021,PC015,10.0.1.45,SERVER01,PROCESS_EXECUTION,office,,False
2026-09-01T09:48:00,U021,PC015,10.0.1.34,SERVER04,PROCESS_EXECUTION,office,,False
2026-09-01T10:10:00,U021,PC059,10.0.1.104,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T10:28:00,U021,PC084,10.0.1.35,SERVER08,FILE_ACCESS,,reports,False
2026-09-01T10:52:00,U021,PC036,10.0.1.18,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T11:03:00,U021,PC057,10.0.1.70,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T11:11:00,U021,PC008,10.0.1.111,SERVER05,PROCESS_EXECUTION,python,,False
2026-09-01T11:22:00,U021,PC059,10.0.1.33,SERVER04,LOGIN,,,False
2026-09-01T11:47:00,U021,PC007,10.0.1.95,SERVER04,LOGIN,,,False
2026-09-01T09:00:00,U022,PC098,10.0.1.151,SERVER04,LOGIN,,,False
2026-09-01T09:23:00,U022,PC043,10.0.1.47,SERVER10,FILE_ACCESS,,documents,False
2026-09-01T09:28:00,U022,PC017,10.0.1.148,SERVER05,PROCESS_EXECUTION,vscode,,False
2026-09-01T09:58:00,U022,PC085,10.0.1.16,SERVER03,FILE_ACCESS,,documents,False
2026-09-01T10:03:00,U022,PC076,10.0.1.92,SERVER01,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:13:00,U022,PC017,10.0.1.199,SERVER07,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:34:00,U022,PC096,10.0.1.26,SERVER08,LOGIN,,,False
2026-09-01T10:53:00,U022,PC058,10.0.1.138,SERVER04,PROCESS_EXECUTION,chrome,,False
2026-09-01T11:17:00,U022,PC094,10.0.1.178,SERVER09,LOGIN,,,False
2026-09-01T11:31:00,U022,PC083,10.0.1.17,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T11:51:00,U022,PC055,10.0.1.185,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U023,PC011,10.0.1.92,SERVER10,LOGIN,,,False
2026-09-01T09:09:00,U023,PC017,10.0.1.80,SERVER10,LOGIN,,,False
2026-09-01T09:34:00,U023,PC077,10.0.1.145,SERVER05,PROCESS_EXECUTION,office,,False
2026-09-01T09:53:00,U023,PC013,10.0.1.189,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T10:18:00,U023,PC058,10.0.1.68,SERVER07,FILE_ACCESS,,reports,False
2026-09-01T10:33:00,U023,PC052,10.0.1.116,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T10:48:00,U023,PC041,10.0.1.180,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T11:04:00,U023,PC061,10.0.1.27,SERVER02,FILE_ACCESS,,projects,False
2026-09-01T11:11:00,U023,PC056,10.0.1.34,SERVER06,LOGIN,,,False
2026-09-01T11:41:00,U023,PC008,10.0.1.160,SERVER09,FILE_ACCESS,,projects,False
2026-09-01T12:03:00,U023,PC053,10.0.1.100,SERVER07,PROCESS_EXECUTION,chrome,,False
2026-09-01T12:31:00,U023,PC037,10.0.1.163,SERVER05,LOGIN,,,False
2026-09-01T12:47:00,U023,PC074,10.0.1.139,SERVER04,LOGIN,,,False
2026-09-01T12:56:00,U023,PC029,10.0.1.37,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T13:18:00,U023,PC098,10.0.1.81,SERVER10,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:00:00,U024,PC078,10.0.1.178,SERVER05,LOGIN,,,False
2026-09-01T09:05:00,U024,PC090,10.0.1.89,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T09:21:00,U024,PC024,10.0.1.46,SERVER10,LOGIN,,,False
2026-09-01T09:47:00,U024,PC009,10.0.1.46,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:54:00,U024,PC054,10.0.1.126,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T10:04:00,U024,PC093,10.0.1.93,SERVER10,PROCESS_EXECUTION,python,,False
2026-09-01T10:28:00,U024,PC007,10.0.1.49,SERVER03,LOGIN,,,False
2026-09-01T10:57:00,U024,PC087,10.0.1.30,SERVER05,LOGIN,,,False
2026-09-01T11:16:00,U024,PC063,10.0.1.165,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T11:34:00,U024,PC097,10.0.1.141,SERVER02,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:50:00,U024,PC015,10.0.1.82,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T12:10:00,U024,PC029,10.0.1.111,SERVER10,PROCESS_EXECUTION,chrome,,False
2026-09-01T12:16:00,U024,PC027,10.0.1.87,SERVER04,LOGIN,,,False
2026-09-01T12:45:00,U024,PC038,10.0.1.93,SERVER02,FILE_ACCESS,,reports,False
2026-09-01T09:00:00,U025,PC023,10.0.1.43,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:22:00,U025,PC072,10.0.1.181,SERVER06,FILE_ACCESS,,projects,False
2026-09-01T09:29:00,U025,PC095,10.0.1.20,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:34:00,U025,PC010,10.0.1.90,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T09:52:00,U025,PC091,10.0.1.173,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T10:06:00,U025,PC052,10.0.1.15,SERVER06,LOGIN,,,False
2026-09-01T10:16:00,U025,PC089,10.0.1.102,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T10:34:00,U025,PC032,10.0.1.121,SERVER10,LOGIN,,,False
