window_start,process_execution_frequency,network_connection_frequency,unique_processes,unique_destinations,unique_destination_ports,process_burst,network_burst,process_diversity,destination_diversity,process_network_ratio,new_processes_ratio,new_destination_ratio,established_ratio,syn_sent_ratio,closed_ratio,ioc_matches
2026-09-10T14:17:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:18:00+0000,4,1,4,1,1,0.6667,0.1667,1.0,1.0,4.0,0.75,1.0,0.0,0.0,0.0,0
2026-09-10T14:19:00+0000,9,10,2,7,2,1.5,1.6667,0.2222,0.7,0.9,0.1111,0.6,0.0,0.0,0.0,0
2026-09-10T14:20:00+0000,0,2,0,2,1,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:21:00+0000,1,2,1,2,2,0.1667,0.3333,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0
2026-09-10T14:22:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:23:00+0000,15,1,6,1,1,2.5,0.1667,0.4,1.0,15.0,0.3333,1.0,0.0,0.0,0.0,0
2026-09-10T14:24:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:25:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T14:26:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:27:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:28:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T14:30:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:31:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:32:00+0000,4,0,3,0,0,0.6667,0.0,0.75,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-10T14:33:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:34:00+0000,1,2,1,1,1,0.1667,0.3333,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0
2026-09-10T14:35:00+0000,2,1,2,1,1,0.3333,0.1667,1.0,1.0,2.0,0.5,1.0,0.0,0.0,0.0,0
2026-09-10T14:37:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:38:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:39:00+0000,4,1,2,1,1,0.6667,0.1667,0.5,1.0,4.0,0.25,1.0,0.0,0.0,0.0,0
2026-09-10T14:40:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:41:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:42:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-10T14:44:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:45:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:46:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:47:00+0000,9,2,2,1,1,1.5,0.3333,0.2222,0.5,4.5,0.1111,0.5,0.0,0.0,0.0,0
2026-09-10T14:49:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:50:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:51:00+0000,1,1,1,1,1,0.1667,0.1667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T14:52:00+0000,6,0,1,0,0,1.0,0.0,0.1667,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:53:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:54:00+0000,0,2,0,1,1,0.0,0.3333,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0
2026-09-10T14:55:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:57:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T14:58:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T14:59:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:00:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:01:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:02:00+0000,4,0,4,0,0,0.6667,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:03:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:04:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:05:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:06:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:07:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:08:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:09:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:10:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:11:00+0000,2,0,1,0,0,0.3333,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:12:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:13:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:14:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:15:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:16:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:17:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:18:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:19:00+0000,1,4,1,3,1,0.1667,0.6667,1.0,0.75,0.25,1.0,0.75,0.0,0.0,0.0,0
2026-09-10T15:20:00+0000,0,2,0,2,1,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:21:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T15:22:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:23:00+0000,12,0,4,0,0,2.0,0.0,0.3333,0.0,12.0,0.25,0.0,0.0,0.0,0.0,0
2026-09-10T15:25:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:26:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:27:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:28:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T15:29:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:30:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:31:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:32:00+0000,5,0,3,0,0,0.8333,0.0,0.6,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0
2026-09-10T15:33:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:34:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:35:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:36:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:37:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-10T15:38:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:39:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:40:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:41:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:42:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:43:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:44:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:45:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:46:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:47:00+0000,5,2,1,1,1,0.8333,0.3333,0.2,0.5,2.5,0.0,0.5,0.0,0.0,0.0,0
2026-09-10T15:49:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:50:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:51:00+0000,3,1,1,1,1,0.5,0.1667,0.3333,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T15:52:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T15:53:00+0000,1,1,1,1,1,0.1667,0.1667,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:54:00+0000,0,2,0,1,1,0.0,0.3333,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0
2026-09-10T15:55:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:56:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:57:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T15:58:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T15:59:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:00:00+0000,7,0,5,0,0,1.1667,0.0,0.7143,0.0,7.0,0.5714,0.0,0.0,0.0,0.0,0
2026-09-10T16:02:00+0000,3,0,2,0,0,0.5,0.0,0.6667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:03:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:04:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:05:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:06:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:07:00+0000,5,0,1,0,0,0.8333,0.0,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:08:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:09:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:10:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:11:00+0000,4,0,1,0,0,0.6667,0.0,0.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:12:00+0000,3,0,2,0,0,0.5,0.0,0.6667,0.0,3.0,0.3333,0.0,0.0,0.0,0.0,0
2026-09-10T16:13:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:14:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:15:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-10T16:17:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:18:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:19:00+0000,1,4,1,3,1,0.1667,0.6667,1.0,0.75,0.25,0.0,0.75,0.0,0.0,0.0,0
2026-09-10T16:20:00+0000,0,2,0,2,1,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:21:00+0000,2,1,1,1,1,0.3333,0.1667,0.5,1.0,2.0,0.5,1.0,0.0,0.0,0.0,0
2026-09-10T16:22:00+0000,2,0,1,0,0,0.3333,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:23:00+0000,12,0,4,0,0,2.0,0.0,0.3333,0.0,12.0,0.25,0.0,0.0,0.0,0.0,0
2026-09-10T16:24:00+0000,8,0,3,0,0,1.3333,0.0,0.375,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:26:00+0000,5,0,1,0,0,0.8333,0.0,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:27:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:28:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-10T16:29:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:30:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:31:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:32:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-10T16:33:00+0000,4,0,3,0,0,0.6667,0.0,0.75,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-10T16:34:00+0000,3,0,3,0,0,0.5,0.0,1.0,0.0,3.0,0.6667,0.0,0.0,0.0,0.0,0
2026-09-10T16:35:00+0000,4,0,4,0,0,0.6667,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:36:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:37:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:38:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:39:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:40:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-10T16:41:00+0000,6,0,6,0,0,1.0,0.0,1.0,0.0,6.0,0.8333,0.0,0.0,0.0,0.0,0
2026-09-11T09:53:00+0000,2,0,1,0,0,0.3333,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T09:54:00+0000,8,8,5,6,3,1.3333,1.3333,0.625,0.75,1.0,0.5,0.75,0.0,0.0,0.0,0
2026-09-11T09:55:00+0000,1,1,1,1,1,0.1667,0.1667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T09:57:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T09:58:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T09:59:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-11T10:00:00+0000,5,1,3,1,1,0.8333,0.1667,0.6,1.0,5.0,0.6,0.0,0.0,0.0,0.0,0
2026-09-11T10:02:00+0000,1,1,1,1,1,0.1667,0.1667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:07:00+0000,1,1,1,1,1,0.1667,0.1667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:09:00+0000,2,0,1,0,0,0.3333,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:10:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:11:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:13:00+0000,6,0,4,0,0,1.0,0.0,0.6667,0.0,6.0,0.5,0.0,0.0,0.0,0.0,0
